"Güzel şık bir çanta hediye olarak aldım çok beğenildi"
"kızım için aldım hayal kırıklığına uğradım cüzdan boyutunda çok küçük tlf bile zor sığar"
"Terliğin kalitesi fena değil. ayakta biraz yayılıyor gibi görünüyor. 37 numara almıştım kendime ama bence 36.5 gibi. Bir beden büyük alınabilir. Ancak pembe renkli terliği aldım ama lacivert göndermişler. Terlikle ilgili değil ama satıcıya puanım bu yüzden düşük. Yoksa terlik 4 puanlık."
"Hic begenmedim."
